13T/177k/74S/21W|Mikla/vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1021496837590495282/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_13_177_2022-09-19-22-03-10.gif|TCS
13T/178k/78S/20W|Mikla|https://cdn.discordapp.com/attachments/993498489717805076/1021487319125065849/SWEET_HEAT_BBQ_13_178.gif|
13T/211k/78S/17W|Ami|https://i.imgur.com/EudnYDb.gif|
13T/231k/78S/9W|vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1021742033095901184/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_13_231_2022-09-20-14-17-14.gif|
13T/239k/60S/34W|vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1021748363961565244/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_13_239_2022-09-20-14-41-39.gif|TSW,STC,SWC
14T/225k/69S/7W|vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1021768045288493136/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_14_225_2022-09-20-16-00-41.gif|WTC,WCT
20T/173k/84S/20W|notgreat|https://cdn.discordapp.com/attachments/993498489717805076/1021256018572886128/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_20_173_2022-09-18-20-06-32.gif|
28T/111k/96S/15W|SpiritualShampoo|https://cdn.discordapp.com/attachments/993498489717805076/1020919505985224785/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_28_111_2022-09-18-12-46-49.gif|CTS,CWT
42T/148k/144S/12W|notgreat||
44T/155k/156S/11W|notgreat/wdcqc/vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1021343908791320586/20th_Century_Food_Court_-_SWEET_HEAT_BBQ_44_155_2022-09-19-11-53-46.gif|
